,Date,News
73,2013-09-05,"Xiaomi Makes Another Big Move in Consumer Electronics : The Chinese smartphone maker is undercutting competitors with low-cost, 3-D television. But you’ll have to be in China to buy one.Planting Your Flag on a Patch of the Web : New options will make buying an Internet domain easier, but the process can still be fraught with problems.Unlocking Private Communications : Encryption tools the N.S.A. has had some success in cracking, according to documents provided by Edward J. Snowden describing the agency’s code-breaking capabilities.Timken Agrees to Split in Two After Pressure From Activist Investors : Activist investors scored another victory on Thursday when the board of the Timken Company agreed to spin off its steel business from its industrial bearings operations amid pressure from two big shareholders.Plan at G-20 Is to Tighten Global Rules on Taxes : The Group of 20 summit meeting is expected to enact new laws that would tighten rules on multinational companies that use subsidiaries to legally avoid paying taxes.Simplicity Is the Goal With Calendar Apps : Several smartphone calendars make a specialty of clean, readable interfaces for keeping track of events and to-do items.Two Men, 58 Years and Counting. A Love Story. : Peter Cott and Kenneth Leedom, now in their late 80s, face cancer, Alzheimer’s, and concern about remaining able to take care of each other.A Japanese Social App Contacts New Shores : Line, which has hundreds of millions of users in Asia and parts of Europe and Latin America, is beginning a push into the United States.Is New York Fashion Week Near the End of the Runway? : The Lincoln Center site draws fire from many directions, as the schedule gets busier and crowds grow unwieldy.Mario Buatta: The Beauty of a Bad Pun : When decorating for the rich, you have to keep your sense of humor. Just ask Mr. Buatta, who has done it for 50 years."
74,2013-09-18,"In Arrival of 2 iPhones, 3 Lessons : Consider Apple’s two new iPhones, the 5C (budget model) and the 5S. Not exactly innovative, but they look good and the software is more efficient to navigate.Exporting an iPhoto Library to Aperture : How to move photos from iPhoto to Aperture, and how to update a Google Calendar invitation.Review Roundup: The iPhone 5S and iPhone 5C : A small number of technology journalists have had their hands on Apple’s new iPhones for about a week, and the consensus was generally positive.Veggies Jumping into Yogurt, Anchovies from Italy and More : Recommendations for the week of Sept. 17.Amid a Bundle of Small Updates, an Improved iPhone Camera : The camera on the iPhone 5S is startlingly crisp, and is a bright spot on a device that analysts have shrugged off as lacking innovation.Better Smartphone Typing Is Just a Tap Away : Apps and tips to help ease your virtual keyboard frustrations.Keep Those Due Dates From Sneaking Up on You : Mobile devices can be powerful personal finance tools, with apps that make managing and paying bills easier, if not more enjoyable.A New BlackBerry Phone, but Maybe Too Late : The BlackBerry Z30 has a 5-inch touchscreen and a faster processor, but questions about the company’s survival, not the phone’s specifications, may be at the top of buyers’ minds.Today in Small Business: Is 'Obamacare' Working? : Why women should skip business school. Consumer prices up 0.1 percent. A slew of tax breaks are set to expire.Tech Titans Form Biotechnology Company : Calico, a new start-up focusing on aging and illness, is run by Arthur D. Levinson, the former chief executive of Genentech, and financed by Google."
75,2013-10-02,"New Hires Suggest Apple's Interest in TV Continues : Apple is not saying much publicly about its plans for television, but new employees hired from CableLabs and Hulu suggests Apple’s “intense interest” in TV is progressing.Making iOS 7 More Readable : Enlarging the system type on your devices, and installing software when you have no CD drive on your laptop.For Your iPhone 5, a Personal Photo and Extra Juice : A battery case from Uncommon can be customized with a picture from the user.App Smart: D.J. Apps : Kit Eaton reviews Edjing, DJ Studio 5 and Party Monster, three apps aimed at mobile users looking to mix music on the go.Go Deeper Into Mexico With Mezcal : Today's Scuttlebot: Why Women Leave Tech, and a Guide to Twitter's I.P.O. Filing : Wednesday’s highlights from around the Web include a Fast Company analysis of why women leave technology companies, and a new affliction for people who spend the day hunched over their electronic devices: iPosture.A Watch That Sinks Under Its Features : Samsung’s Galaxy Gear watch is ambitious and even amazing. But it has too many components for one gadget.Google Accused of Wiretapping in Gmail Scans : The accusations, made over several years in lawsuits that have been merged into two cases, ask whether Google went too far in collecting user data in Gmail and Street View.Texas Governor’s Trips to Lure Jobs Stir Skepticism Over Motive : Gov. Rick Perry has visited six states this year on his business-wooing campaign, drawing suspicions that the trips are intended to aid his presidential aspirations.Austin, Tex., Stands Out in Hotel Recovery That Has Hugged Coasts : In Austin, Tex., and in coastal markets around the United States, signs of a building boom are emerging as prices rise."
76,2013-10-14,"Waiting in Line for an iPhone : A tweaked version of a movie made by Casey Neistat on what it’s like to wait in line for a new iPhone was used by Apple to thank some employees for the most successful iPhone launch ever.As Microsoft Updates Mobile Software, a Cautionary Tale : Microsoft is discovering that gains in market share for its mobile phones are incremental, slowly acquired and ultimately dwarfed by the position held by Google.The Rapid Advance of Artificial Intelligence : Scientists and engineers are creating a world in which cars drive themselves, machines recognize people and humanoid robots travel unattended.Peering Into the Future of Media : Media executives are grasping for clues as technological upheaval gathers pace.Netflix, as Easy as Changing the Channel : In a sign of the shift toward the Internet delivery of television, cable companies are talking with Netflix about making it available like any other channel.Europe, Lost on the Digital Planet : Europe has come to realize how dependent and powerless it is on this new digital planet.Ads Propose Sunday in the Kitchen With Glad : In a new campaign, the plastic containers, wraps and bags of Glad Products are highlighted as ways to fight food waste."
77,2013-12-05,"Extra FaceTime IDs, and Reordering Email : Tips on creating additional FaceTime addresses under one Apple ID, and how to turn off message threading.Beats Music Streaming Service Says It Will Begin in January : The service, which intends to compete with Spotify, hopes to build on the popularity of Beats headphones.Microsoft Produces a Winner in Tablets : The company tries again with the Surface, and this time gets it right.Unarmed Man Is Charged With Wounding Bystanders Shot by Police Near Times Square : The Manhattan district attorney’s office says the man was responsible for the wounds two women suffered when the police shot at him.Lew Sizes Up Financial Reform : Treasury Secretary Jacob J. Lew plans to call on overseas regulators to make their rules tougher. | Carl C. Icahn has a new platform to pressure Apple: the cover of Time magazine. | Jon Horvath’s memory failed him again during the trial of his for...Russia’s First Smartphone Goes on Sale : The quirky device has two screens, one color and the other black-and-white, to save battery life.Merck to Buy Specialty Chemical Company for $2.57 Billion : Merck said that the purchase of AZ Electronic Materials, which makes chemicals used in semiconductors, would give it “additional growth areas in the electronics industry.”The App Age Comes to a Longstanding Tradition : A $28 flat-bed truck and bulldozer gets you a 100,000-point head start on a video game.A Gaming Headset for Players on the Go : Turtle Beach, which has made a name for itself in the video game arena, has released the Ear Force i30, a headset designed for mobile devices.A Millennial D.I.Y.-er With the Digitized Touch : Brittany Morin is not the first millennial to style herself as the digitized heir to Martha Stewart, but she may be the most successful."
78,2013-12-23,"China Deal Gives Apple Big Market to Court : The agreement to bring the iPhone to China Mobile could, at least initially, give Apple a big lift into the vast Chinese market, analysts say, increasing its global sales.Daily Report: Apple Signs iPhone Deal With China Mobile : The agreement could, at least initially, give Apple a big lift into the vast Chinese market, analysts say, increasing its global sales.Apple in major China i-phone deal : Apple announces a major deal with China Mobile to sell its iPhone products through the world's biggest network of mobile phone users. Sarah Toms reports.Apple&#8217;s China Deal Helps Lift Technology Issues : The stock market continued to move higher after the Federal Reserve&#8217;s decision to wind down its stimulus program, with trading light before the Christmas holiday.Why Older Technology Companies May Attempt Desperate Deals : Acquisitions, combined with cost-cutting, tend to be a popular way for corporations to try to rejuvenate. But as Robert Cyran of Reuters Breakingviews notes, it is often a losing proposition.Holiday cheer on Wall St. : Summary: Stocks hit new record highs, Apple stock jumps on China Mobile deal, Facebook joins S&P 500; Target sales hit by data breach. Bobbi Rebell reports.Holiday cheer on Wall St. : Summary: Stocks hit new record highs, Apple stock jumps on China Mobile deal, Facebook joins S&P 500; Target sales hit by data breach. Bobbi Rebell reports.Tribune Co. Buys Electronic Media Data Firm : The $170 million deal for Gracenote, a subsidiary of Sony, adds to the Tribune Company&#8217;s growing repository of entertainment metadata.Silicon Valley's New Obsession With Beauty : Designers are stealing the spotlight from engineers in Silicon Valley, where tech companies are placing a higher priority on beauty and ease of use, not just efficiency and function.A Snowier Silicon Valley in BlackBerry’s Backyard : The Waterloo area in Ontario remains a magnet for the high-tech industry, despite the misfortunes of its best-known success story."
79,2013-12-24,"Apple&#8217;s China Deal Helps Lift Technology Issues : The stock market continued to move higher after the Federal Reserve&#8217;s decision to wind down its stimulus program, with trading light before the Christmas holiday.A Lot Changes in Tech Over Four Years and 1,000 Blog Posts : Remember when Nokia was still in top of the smartphone market and no one tried to understand the rationale for surge pricing on Uber during Manhattan snowstorms?Alan Turing, Enigma Code-Breaker and Computer Pioneer, Wins Royal Pardon : Alan Turing, a British mathematician, was convicted on charges of homosexuality in 1952; he committed suicide two years later at the age of 41.Free Facebook, Common Globally, Finally Comes to American Mobile Phones : The social network has struck a deal with GoSmart Mobile, a budget brand owned by T-Mobile US, to offer Facebook access without a mobile data plan.Tribune Co. Buys Electronic Media Data Firm : The $170 million deal for Gracenote, a subsidiary of Sony, adds to the Tribune Company&#8217;s growing repository of entertainment metadata.Rethinking How to Split the Costs of Carbon : Calculating carbon dioxide emissions based on consumption instead of production introduces a new wrinkle into responsibility for curbing global warming.‘Interactive’ Gets a New Meaning : The next generation in sex toys — in the vein of “Her,” starring Joaquin Phoenix — is taking high-tech high jinks to a futuristic level, at warp speed."
80,2014-03-05,"Apple Says Its Chief of Finance Will Retire : The executive, Peter Oppenheimer, will be replaced by Luca Maestri, a vice president at the company.Apple’s CarPlay Captivates the Auto Industry : CarPlay links an Apple 5, 5c or 5s iPhone with the car’s infotainment system, letting the car use Apple’s apps.Daily Report: Chief of Finance at Apple to Retire : The executive, Peter Oppenheimer, will be replaced by Luca Maestri, a vice president at the company.Bypassing a Credit Card Requirement for Apps : Downloading free apps or other content from Apple’s stores doesn’t require having a credit card on file.Colluding Against Programmers : A class action lawsuit against employers in Silicon Valley, including Apple and Google, has lifted the curtain on secret, anti-competitive deals.How Can I 'Talk to My Kids About Vaping' if I Don't Really Know What That Means? : I thought I needed to talk to my children about e-cigarettes, but I don’t even have the name right. In fact, I don’t even know the right verb.An Evacuation of Jews, With Help From Japan : As Japan Week begins in New York City, a video about the roles of a diplomat and a tourist-bureau employee in saving Jews from the Nazis will be shown at Grand Central Terminal on Thursday.Netanyahu Promotes Efforts Toward a Peace Deal : Prime Minister Benjamin Netanyahu of Israel suggested that he had listened to President Obama’s plea to sign on to a framework being drafted by Secretary of State John Kerry.A Legal Standoff in the Madoff Case : A document sheds light on how a legal standoff has kept Bernard L. Madoff’s ties to JPMorgan’s shrouded in mystery. | Moelis & Company files for an I.P.O. | Wall Street’s latest hot thing could be appraisal rights. | The Supreme Court to hear argu...Some Progress on Eating and Health : Let’s be thankful for the decline in obesity rates, curbs on food marketing and transparency in packaged food — and then let’s push for more."
81,2014-06-03,"Apple Unveils iOS 8 and OS X Yosemite at Developer Conference : The company announced a series of changes intended to help juggle content across Macs and iPhones and iPads.WWDC Dissected: A New Era for Apple, but an End for Some Apps : As it tends to do a few times a year, the technology industry paused on Monday for a day of product news and promises from Apple. But was Apple worthy of the attention?Today in Small Business: Seattle Goes to $15 an Hour : The best places for female entrepreneurship. How to give your business “social impact.” And tips for getting people to say “Yes.”Corrections: June 4, 2014 : Corrections appearing in print on June 4, 2014.Eli Broad’s Art Showcase in Los Angeles, Still Unfinished, Sues Over Delays : A museum that the financier Eli Broad is building in Los Angeles is suing a German company over delays in constructing parts of its unusual facade.Portraits of People in Myanmar : Meet the Muslim minority facing persecution at the hands of their own government.Your Evening Briefing : Your nightly briefing is ready for you."
82,2014-06-12,"Controlling Your Smart Home With One Hub : Smart-home automation is a tricky and chaotic corner of tech right now, but two devices offer flexibility at a relatively low price of entry.Q. and A.: Anson Chan on Beijing's Pressure Tactics in Hong Kong  : A former Hong Kong leader says the city needs to be tougher in dealing with Beijing, or else face the consequences sooner rather than later.Using iPhoto’s Contact Sheet Feature to Save Paper : Plus, making movies with Microsoft products.Coke Can Be Sued by Rival Over Juice Claim, Court Says : The juice blend, sold under the Minute Maid brand, is made almost entirely from apple and grape juice but is called Pomegranate Blueberry.Hong Kong Media Worries Over China’s Reach as Ads Disappear : The commercial director at Next Media Limited said HSBC and Standard Chartered ended advertising after being told to do so by the Chinese government.Bain Capital's Mark Nunnelly Retires : Mark Nunnelly, 55, a longtime managing director of Bain Capital, will continue to serve on the boards of a number of Bain’s portfolio companies.The People's Liberation Army, in Lights  : The Hong Kong light and laser show this week appeared to include gigantic Chinese characters that read “People’s Liberation Army” on the side of the garrison’s waterfront headquarters, alarming many locals.Teaching All Employees to Keep Score : Adam Nash, chief executive of Wealthfront, an online financial management firm, says a leader should give workers measures to evaluate performance.With Marijuana Legalized, a City in Washington State Says, ‘Not So Fast’ : Wenatchee says the state statute permitting sales of marijuana also gives the city the right to ban sales, but a lawsuit seeking a license to sell the product is challenging that right.The Antidote to Sweet : Kara Walker makes ingenious connections in “Ruffneck Constructivists,” which showcases 11 international artists at the Institute of Contemporary Art in Philadelphia."
83,2014-12-17,"Apple Wins Decade-Old Suit Over iTunes Updates : In a class-action case that kicked around courts for 10 years, a jury rejected claims that Apple acted to secure a monopoly over digital music.How to Hide Past iTunes Purchases : There is a way to &#8220;hide&#8221; items from your list so they aren&#8217;t visible on a shared computer. Also, how to enlarge the New Message window in Gmail.Murdoch's 21st Century Fox to Buy TrueX Digital Ad Company : Fox will pay about $200 million for the seven-year-old company, which makes software that replaces small text and banner ads with interactive ad units intended to engage website visitors.Agencies Investigate Unauthorized Customer Billings at Sprint : The Consumer Financial Protection Bureau filed a suit in federal court on Wednesday, saying millions of dollars in unauthorized charges were put on consumers’ bills.Below the Line: Editing 'Boyhood' : Sandra Adair, the editor of “Boyhood,” discusses spending 12 years working on the edit of a film.What Happened When Marissa Mayer Tried to Be Steve Jobs : The inside story of how Yahoo’s C.E.O. lost her way.Good Place to Kick Back : Timothy Polin, you conniving constructor, you. It’s puzzles like this that make solving worthwhile.Siri Meets Dr. Phil : “Ethan,” a smartphone app lets you get advice from its anonymous creator in real time.Unboxing Day: It’s How Gifts Look on the Outside That Counts : Retailers that rely on social media offer elaborate packaging worthy of unwrapping on Instagram.As the Ruble Swoons, Russians Desperately Shop : As Russia faced a currency crisis that prompted bickering among some top presidential allies, consumers afraid of losing their savings flooded stores, rushing to dump rubles."
84,2015-01-12,"Firebombs Thrown at Jimmy Lai's Home and Company in Hong Kong : The headquarters of the Next Media Group and the home of its owner, Jimmy Lai, were targeted but suffered no significant property damage.Q. and A.: Jimmy Lai on the Democracy Movement in Hong Kong : Jimmy Lai, who has come under attack for his anti-Communist views, speaks about his role in the Occupy Central protests, why he is distancing himself from his media company and the challenges that lie ahead.Parents Challenge President to Dig Deeper on Ed Tech : While President Obama endorsed a voluntary student privacy effort by ed tech companies, some parents seek more comprehensive legislation.PC Market Exited 2014 With a Whimper : Many people and businesses haven’t found compelling reasons to buy new personal computers in recent years, and PC companies didn’t discover any new gimmicks to change their minds over the holidays.Ways to Fund Research on Rare Diseases : Readers discuss a partnership between the Cystic Fibrosis Foundation and private industry in a search for new drugs.For Jimmy Lai, Hong Kong’s Rebellious Tycoon, Next Battle May Be in Court : In the aftermath of democracy demonstrations in Hong Kong, Mr. Lai faces perhaps his greatest test, which could have bigger repercussions for the city.Obama to Call for Laws Covering Data Hacking and Student Privacy : The announcement is part of a weeklong focus on privacy and cybersecurity by President Obama ahead of his State of the Union address on Jan. 20."
85,2015-02-17,"Seeing Value After a Plunge, Hedge Funds Bet on Energy Stocks : Filings with the Securities and Exchange Commission provide a partial snapshot of hedge funds’ holdings as of the end of the year.Your Tuesday Briefing : Here’s what you need to know to start your day.Killing in Washington State Offers ‘Ferguson’ Moment for Hispanics : The shooting of a man who threw rocks at the police in Pasco, Wash., has led to comparisons to Ferguson, Mo., and drawn condemnation from the Mexican president and multiple investigations.A Taste of Japan at Grand Central : A market inspired by a Japanese depachika, a lavish department store food hall, is opening in Vanderbilt Hall at Grand Central Terminal; a Polish sandwich; a pie shop; and more.Soft Recruits Hinder China's Military Modernization : Senior officers in the People’s Liberation Army recognize that many of their volunteers and conscripts are spoiled, products of the one-child policy, and say many of them need toughening up.Coming Soon: Celebrity Web Networks From the Media Company Whalerock : A media company sees a future in cutting out the middleman and giving celebrities like the Kardashians and Tyler, the Creator their own personal channels via the web and mobile app."
86,2015-02-18,"Samsung Buys LoopPay, a Competitor to Apple&#8217;s Mobile Wallet : The move comes just a few months after the release of Apple Pay, Apple’s mobile payments product.Securing a Hotmail Account : How to use two-step verification to guard against unauthorized access to your email.Microsoft Has Suddenly Gotten Serious With Mobile : There&#8217;s a new strategy afoot at the company, which has brought apps and services to the Apple and Android devices people actually use, rather than ones that run Windows.In Philadelphia, Extended Stays With Boutique Touches : The Roost Apartment Hotel in Philadelphia, designed for extended stays, features loftlike floor plans and boutique-style amenities.Con nuevas aplicaciones como Outlook, Microsoft se enseria con la tecnología móvil : Microsoft ha estado ocupando cada vez más espacio en mi iPhone con versiones móviles de sus aplicaciones Office, así como OneDrive, su nuevo servicio de almacenamiento en la nube.Morning Agenda: Snapchat Reaches for $19 Billion Valuation : Snapchat is said to be raising financing that could value the company at up to $19 billion. | Hedge funds are tiptoeing back into the energy sector. | Greek bailout talks drag on.A Taste of Japan at Grand Central : A market inspired by a Japanese depachika, a lavish department store food hall, is opening in Vanderbilt Hall at Grand Central Terminal; a Polish sandwich; a pie shop; and more.Your Thursday Briefing : Here’s what you need to know to start your day.Memorable Sports Apologies Through the Years : Alex Rodriguez’s apology may ultimately be remembered for being handwritten, but here are some sports apologies that have endured for other reasons.Coming Soon: Celebrity Web Networks From the Media Company Whalerock : A media company sees a future in cutting out the middleman and giving celebrities like the Kardashians and Tyler, the Creator their own personal channels via the web and mobile app."
87,2015-02-19,"Apple Is Forming an Auto Team : The company has collected about 200 people over the last few years to develop technologies for an electric car, according to two people with knowledge of the company&#8217;s plans.Apple sued for poaching staff : The lawsuit Apple faces for poaching battery engineers from A123 Systems is a further sign it may be developing an electric car. Fred Katayama reports.Securing a Hotmail Account : How to use two-step verification to guard against unauthorized access to your email.Daily Report: Microsoft Zeroes In on Mobile : There’s a new strategy afoot at the company, which has brought apps and services to the Apple and Android devices people actually use, rather than ones that run Windows.Microsoft Has Suddenly Gotten Serious With Mobile : There&#8217;s a new strategy afoot at the company, which has brought apps and services to the Apple and Android devices people actually use, rather than ones that run Windows.Roger&#8217;s Cousin : Friday fun with David Woolf, who is clearly rethinking his avocation.Con nuevas aplicaciones como Outlook, Microsoft se enseria con la tecnología móvil : Microsoft ha estado ocupando cada vez más espacio en mi iPhone con versiones móviles de sus aplicaciones Office, así como OneDrive, su nuevo servicio de almacenamiento en la nube.The Times Company Announces Board Nominees With Web Credentials : The New York Times Company announced two new nominees for its board, Dara Khosrowshahi, the chief executive of Expedia, and Rebecca Van Dyck, a Facebook executive.Morning Agenda: Britain to Examine Competition in Banking : A British regulator is planning to review competition in investment banking. | Greece requests an extension to its loan agreement. | Two deals put the spotlight on a secretive banking family. | Uber expands its financing round.Slide in Utility Companies Nudges the Market Down : The market sagged over all with the price of oil, but consumer stocks were led higher by Priceline, which reported better-than-forecast earnings."
88,2015-02-20,"Apple Is Forming an Auto Team : The company has collected about 200 people over the last few years to develop technologies for an electric car, according to two people with knowledge of the company&#8217;s plans.Animated Character Who&#8217;s Five Apples Tall : The team of Brad Wilber and Doug Peterson is back.Shares Rise as Greek Bailout Is Extended : The Dow Jones industrial average and the Standard & Poor&#8217;s 500-stock index ended at record highs, without adjustment for inflation, while the Nasdaq rose for an eighth day.The Times Company Announces Board Nominees With Web Credentials : The New York Times Company announced two new nominees for its board, Dara Khosrowshahi, the chief executive of Expedia, and Rebecca Van Dyck, a Facebook executive.Slide in Utility Companies Nudges the Market Down : The market sagged over all with the price of oil, but consumer stocks were led higher by Priceline, which reported better-than-forecast earnings.Now Boarding : Discover how travel inspires these people to do what they love.Spare Times for Children for Feb. 20-26 : A selected guide to cultural events and activities for children, teenagers and families in New York City."
89,2015-02-26,"Apple Ordered to Pay $532.9 Million in iTunes Patent Dispute : Judge rules the tech giant's software used technology that infringed on patents held by a licensing company.Choosing Between Amazon’s TV Streaming Hardware : Learn about the differences between Amazon Fire TV and Fire TV stick (besides price), and also discover how to transfer airline boarding passes between iPhones.Filing Away Gmail Messages : Tips on how to archive Gmail messages to tidy up your inbox, and solutions for when your laptop battery begins to fade.Will.i.am Start-Up Hires Sony Electronics Executive : Phil Molyneux, who most recently was president and chief operating officer of Sony Electronics in the United States, will take on the same role at i.am+, a 60-person wearables start-up.Amazon Hires Jay Carney, Former Obama Press Secretary : Amazon has hired Mr. Carney as senior vice president for global corporate affairs. The move is unusual, as Amazon is known for grooming employees from within.Google Plans New Headquarters, and a City Fears Being Overrun : Google&#8217;s sometimes testy relationship with community leaders in Mountain View, Calif., a city already bursting at the seams, is likely to get testier.Stopping the Violence on Rikers Island : A former national corrections official, a lawyer and a criminal justice professor respond to an editorial and a front-page article.IBM&#8217;s Leaders: 2015 Is a Transition Year, by Design : IBM is making the case that its transition to higher-profit growth businesses is on pace. But analysts question whether they can grow faster than its traditional products decline.In-Car Communication Systems Called a Growing Frustration : Problems such as buggy Bluetooth and voice recognition systems have surpassed excessive wind noise as the top issues for car owners.Secret Marijuana Farm Beneath Brooklyn Cherry Factory Leaves Many Mysteries : Days after discovering the illegal operation inside Dell’s Maraschino Cherries Company, investigators had many questions, including how the owner, Arthur Mondella, distributed the drugs."
90,2015-02-27,"Ericsson Again Sues Apple Over Wireless Patents : The Swedish telecom manufacturer filed suit against the American company for reportedly infringing on 41 of its patents that are used in iPhones and iPads.Choosing Between Amazon’s TV Streaming Hardware : Learn about the differences between Amazon Fire TV and Fire TV stick (besides price), and also discover how to transfer airline boarding passes between iPhones.Hercules In The Haunted World : Hercules (Reg Park) must battle a monster made of stone, retrieve a golden apple from the tree of Hesperides, and brave the horrors of Hades to rescue his beloved from the clutches of the evil Lyco (Christopher Lee). Oracles, witches, and vampires...Amazon Hires Jay Carney, Former Obama Press Secretary : Amazon has hired Mr. Carney as senior vice president for global corporate affairs. The move is unusual, as Amazon is known for grooming employees from within.Stopping the Violence on Rikers Island : A former national corrections official, a lawyer and a criminal justice professor respond to an editorial and a front-page article.What We&#8217;re Reading Now : Food news from Tony the Tiger to “The Bachelor”In-Car Communication Systems Called a Growing Frustration : Problems such as buggy Bluetooth and voice recognition systems have surpassed excessive wind noise as the top issues for car owners.Secret Marijuana Farm Beneath Brooklyn Cherry Factory Leaves Many Mysteries : Days after discovering the illegal operation inside Dell’s Maraschino Cherries Company, investigators had many questions, including how the owner, Arthur Mondella, distributed the drugs.The Trouble With &#8220;Boyhood&#8221; : And why its failure to win Best Picture isn’t one of the all-time snubs.Mutual Suspicion Mars Tech Trade With China : With China and the United States wary of the other’s digital espionage, American tech companies are caught in the middle."
91,2015-06-12,"In New Deals With Apple and Facebook, a Delicate Balance for The Times : Finding new readers is important, but so is keeping those who pay for subscriptions.Big Apple Barbecue Block Party Offers a Taste of Country : This festival and the Peekaboo Opry in Brooklyn cater to both food and music fans.Music Streaming Service Aims at Japan, Where CD Is Still King : Japan, the world’s second-largest music market, has been resistant to streaming services, but Line Music is advertising 1.5 million tracks and low prices.Recording a Phone’s Screen on a Mac : Tips for mirroring your phone’s display on a Mac, and how to get desktop notifications from Gmail.Amazon’s E-Books Business Investigated by European Antitrust Regulators : The investigation is the latest hurdle for Amazon and other American tech giants as European policy makers pursue antitrust, tax and other inquiries.Top Executive at Kleiner Perkins to Make Rare Silicon Valley Shift, to Menlo Ventures : Matt Murphy, who had close connections to Google and other prominent tech investments, is joining Menlo Ventures as a managing director.Jack Dorsey Returns to Twitter as Chief, to Shrugs and Quips : Mr. Dorsey is a figure of legend to newer Twitter employees, and remembered with varying degrees of fondness and fear by those who worked with him during his earlier stints there.Paid Notice: Deaths  MULHOLLAND, JAMES S. : MULHOLLAND--James S.,II. James S. Mulholland, II, age 91, a pioneer in Computer Magazine Publishing and a Co- founder of Hayden Publishing Company, died peacefully at his home in Vero Beach, Florida. He is survived by his loving wife Clariel (Clai...When Your Home Is a Museum: Bernar Venet&apos;s Labor of Love : The French artist puts his conceptual art and his collection of his friends' works on show at his home-museum in the South of France.New York Today: Cleaning Up : Friday: A look inside car washes, another hot day, and Brooklyn moonshine."
92,2015-08-06,"Apple Music Attracts 11 Million Users in Trial Period, Executive Says : The executive, Eddy Cue, said he was “thrilled” with the early results for the streaming service, which was introduced on June 30.Spotify’s Content Chief Moves to Online Video Start-Up Pluto TV : Ken Parks, Spotify’s chief content officer and one of its longest-serving executives, will become Pluto TV’s executive chairman in October.A Steve Jobs Opera Is Up Next for the Santa Fe Company : The Santa Fe Opera said its next commissioned work would be &#8220;The (R)evolution of Steve Jobs,&#8221; which will receive its first workshop in September in San Francisco.New York Times Co. Reports $16 Million Profit : Revenue was slightly lower as print advertising fell, but the decline was offset by growth in digital advertising and cost cuts.Video Review: Porsche Gives the 911 More Giddyap With the GTS : The 3.8-liter flat-6 engine produces 430 horsepower and 325 pound-feet of torque, sending the car from 0-60 in 3.8 seconds.IBM Adds Medical Images to Watson, Buying Merge Healthcare for $1 Billion : The company is investing not only money but also some of its corporate reputation on the belief that it can be a technological leader in improving health care.A Facebook for Watch Geeks : An entrepreneur turns to his techie roots to start a site for collectors of analog watches.The International Answers to Uber and Lyft : A guide to some of the most popular ride-sharing apps available to world travelers.Your Friday Briefing : Here’s what you need to know to start your day.Money, Lust and Kung Fu: Shaolin’s ‘C.E.O. Monk’ Is Under Fire : Much of China is transfixed by allegations that the abbot of the famed Shaolin Temple, now a commercial empire, is a swindler and serial philanderer."
93,2015-08-07,"Apple Music Attracts 11 Million Users in Trial Period, Executive Says : The executive, Eddy Cue, said he was “thrilled” with the early results for the streaming service, which was introduced on June 30.Digging for Trashed Pictures in Mac’s Photos App : Recovering discarded photos before they are gone for good, and shutting down misbehaving applications.A Steve Jobs Opera Is Up Next for the Santa Fe Company : The Santa Fe Opera said its next commissioned work would be &#8220;The (R)evolution of Steve Jobs,&#8221; which will receive its first workshop in September in San Francisco.Review: ‘Compton,’ Dr. Dre’s First Album in 16 Years : Inspired by the N.W.A. biopic “Straight Outta Compton,” the album has an almost an open-door policy for collaborators.New York Times Co. Reports $16 Million Profit : Revenue was slightly lower as print advertising fell, but the decline was offset by growth in digital advertising and cost cuts.Video Review: Porsche Gives the 911 More Giddyap With the GTS : The 3.8-liter flat-6 engine produces 430 horsepower and 325 pound-feet of torque, sending the car from 0-60 in 3.8 seconds.A Facebook for Watch Geeks : An entrepreneur turns to his techie roots to start a site for collectors of analog watches.Your Friday Briefing : Here’s what you need to know to start your day.Pop &amp; Rock Listings for Aug. 7-13 : A selected guide to concerts in the New York City area.The Weitz Brothers Help Each Other Through Hollywood Hits and Misses : The siblings and prolific filmmakers, who made their names with “American Pie,” are still pals and collaborators."
94,2015-10-14,"Restoring Sound to Windows 10 : Upgrading from an older version of Windows can sometimes damage the device drivers, including the one for the sound card. But the fix can be simple.Ireland, Accused of Giving Tax Breaks to Multinationals, Plans an Even Lower Rate : The country will cut its 12.5 percent corporate tax rate in half for revenues pegged to patents and other intellectual property.Encryption Is More Important, and Easier, Than Ever : Nonprofit groups, tech giants and the federal government are pushing for more website administrators to incorporate HTTPS security into their sites.Democratic Debate Draws Over 15 Million to CNN, a Record for the Party : The date by the Nielsen ratings averaged 15.3 million on CNN, the highest ever for a Democratic presidential primary debate.Apps to Organize and Quell the Political Onslaught : The 2016 presidential race is picking up steam, so take some control of the information flooding your smartphone while also brushing up on the Constitution, digitally.Your Wednesday Briefing: Hillary Rodham Clinton, Israel, New York Mets : Here’s what you need to know to start your day.Revolutionary Theater in Minsk : The theater critic Ben Brantley writes about his experience in Belarus, where it is illegal to perform plays.U.S. Retail Sales Rose 0.1% Last Month, Commerce Dept. Says : In a separate report, the Labor Department announced a 0.5 percent decrease in its closely watched producer price index in September.Square, the Mobile Payments Company, Discloses I.P.O. Plans : The company — headed by Jack Dorsey, also Twitter’s chief — has aimed to reinvent payment processing for small and medium-size businesses.The Pitfalls of the D.I.Y. Connected Home : What happens when an amateur tackles a technology installation project."
